id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason
1267,정부/국회,정부_국회,중소벤처기업부,"온프레미스 영상 AI 기업 하임덱스, 엔비디아 지원 ‘엔업 2026’ 최종 선정",온프레미스 영상 ai 기업 하임덱스 엔비디아 지원 엔업 2026 최종 선정,글로벌 비즈 뉴스,글로벌 비즈 뉴스,"Wed, 12 Aug 2026 00:52:48 GMT","온프레미스 영상 AI 기업 하임덱스, 엔비디아 지원 ‘엔업 2026’ 최종 선정 글로벌 비즈 뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1KME1uSnZob2F1aUt0aWRHZnlBQy1fVjlPVGFqZ0h0T0FlSjhkNHJHbG1TbC15N1BOUE91VTBKZGNEb3VuWGh6UXZjLV92SjlEN0FKaUx5M2szSlJWYXZxOGtTckx4MVg10gFoQVVfeXFMTUowTW5KdmhvYXVpS3RpZEdmeUFDLV9WOU9UYWpnSHRPQWVKOGQ0ckdsbVNsLXk3UE5QT3VVMEpkY0RvdW5YaHpRdmMtX3ZKOUQ3QUppTHkzazNKUlZhdnE4a1NyTHgxWDU?oc=5,"google_rss_""중소벤처기업부"" when:2d",13.6,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,13.6,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:온프레미스 영상 ai 기업 하임덱스 엔비디아 지원 엔업 2026 최종 선정,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,comp_overseas_regulation_data:온프레미스 영상 ai 기업 하임덱스 엔비디아 지원 엔업 2026 최종 선정,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain
1221,정부/국회,정부_국회,중소벤처기업부,"온프레미스 영상 AI 기업 하임덱스, 엔비디아 지원 ‘엔업 2026’ 최종 선정",온프레미스 영상 ai 기업 하임덱스 엔비디아 지원 엔업 2026 최종 선정,매일타임즈,매일타임즈,"Wed, 12 Aug 2026 00:00:00 GMT","온프레미스 영상 AI 기업 하임덱스, 엔비디아 지원 ‘엔업 2026’ 최종 선정 매일타임즈",https://news.google.com/rss/articles/CBMiXkFVX3lxTE5sUDVuWU5hcnEyUHozUzRHOC1jekVWSTFTSUI2bHN4WW9OZ1VMaG8xdVpmLU1DeXlybHJjdXluV0Noa3lBZ1RhUjN2U2dzV2FyMW5wWkxJcUd1RFR5MHc?oc=5,google_rss_중소벤처기업부 when:2d,13.6,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,13.6,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:온프레미스 영상 ai 기업 하임덱스 엔비디아 지원 엔업 2026 최종 선정,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,comp_overseas_platform_ai:온프레미스 영상 ai 기업 하임덱스 엔비디아 지원 엔업 2026 최종 선정,comp_overseas_platform_ai,,weak_gov_basis:no_public_actor_action_domain
387,정부/국회,정부_국회,과학기술정보통신부,보안 특화 AI '2파전'…네이버클라우드-SKT 격돌,보안 특화 ai 2파전 네이버클라우드 skt 격돌,전자신문,전자신문,"Tue, 11 Aug 2026 07:00:00 GMT",보안 특화 AI '2파전'…네이버클라우드-SKT 격돌 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9TWFhSQ0RQcjFCWUZKTzJIbDFpbE84UEJSVkRnd0VqSV9QN0FJc1ZBU1pLMFFoVWdXTngtQ0E4VnZTbHVYQzFoYnJ5MVJhZw?oc=5,google_rss_과학기술정보통신부 AI when:2d,13.5,-24.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"SKT,네이버",v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,event:SKT+네이버:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,13.5,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,weak_gov_basis:no_public_actor_action_domain
2995,경쟁사/해외이슈,경쟁사_해외이슈,메타,"코아시아세미, 국내 DSP 업계 첫 3D IC 패키지 적용 SoC 양산",코아시아세미 국내 dsp 업계 첫 3d ic 패키지 적용 soc 양산,지디넷코리아,지디넷코리아,"Tue, 11 Aug 2026 07:36:59 GMT","코아시아세미, 국내 DSP 업계 첫 3D IC 패키지 적용 SoC 양산 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBWclZxQndmcFljekYyRnRiVjh3Y2JNa2VkdlpuODMzSkJKTlVCb0J4Mldndl9iTFEwZ25zN3VGLVBGVU0tRVkxaWRfZG9WeHBUdUgyVkJR?oc=5,google_rss_메타 site:zdnet.co.kr when:2d,12.5,58.0,,,,v43_not_true_competitor;brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_operator_obligation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,global,12.5,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:general,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:platform_sector:platform_operator_obligation,competitor_general_low_relevance,,
977,정부/국회,정부_국회,금융감독원,SKT·KT가 몸집 키울 때…LG유플러스 '내실형 AIDC' 승부,skt kt가 몸집 키울 때 lg유플러스 내실형 aidc 승부,빅데이터뉴스,빅데이터뉴스,"Tue, 11 Aug 2026 06:37:19 GMT",SKT·KT가 몸집 키울 때…LG유플러스 '내실형 AIDC' 승부 빅데이터뉴스,https://news.google.com/rss/articles/CBMifEFVX3lxTE5nR0hfdVBSRFRydTl6S3FYanVJQ3JaT0Z5cmhsME5uWENiOWF0Vk5DaVR4ejN1STk2Nm9sTFIxZktOMmFjVG43VXJ2S3RiSlhZQjNpMWwtd0otUngxLXVZRkFBMlpTOHZvT2dVOWpUUzY4TGdlSVJ5OTZUYnM?oc=5,google_rss_금융감독원 AI when:2d,11.6,-31.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,"LGU+,SKT",v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,event:LGU++SKT:ai_infrastructure_security+aidc_datacenter,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,11.6,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,weak_gov_basis:no_public_actor_action_domain
1333,정부/국회,정부_국회,정무위원회,두 번 미뤄진 네이버-두나무 합병…공정위 '연내 결론'에 청신호,두 번 미뤄진 네이버 두나무 합병 공정위 연내 결론 에 청신호,네이트,네이트,"Tue, 11 Aug 2026 05:38:00 GMT",두 번 미뤄진 네이버-두나무 합병…공정위 '연내 결론'에 청신호 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5aOGhoU2xxN2pLODYwYW9KQUtnbVhsdll0THA3TXZkdmZEZUtTTnQ4dEdqZGxFLW0zUzVKTXF4bzBQSUh1SEdGMTB5XzVHZWhKOXRv?oc=5,google_rss_정무위원회 when:2d,11.0,-24.0,"antitrust_platform,digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"공정위,네이버,두나무",v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:naver:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,11.0,"policy_legislation,strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_STRATEGY,domestic,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,,weak_gov_basis:no_public_actor_action_domain
485,정부/국회,정부_국회,공정거래위원회,구글 제재 앞두고 커지는 美 압박…한미 디지털 갈등 시험대,구글 제재 앞두고 커지는 압박 한미 디지털 갈등 시험대,v.daum.net,v.daum.net,"Tue, 11 Aug 2026 20:32:01 GMT",구글 제재 앞두고 커지는 美 압박…한미 디지털 갈등 시험대 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBJNXVHSHNDTVlOTUFSMGg0YkhGVFBabkhnNUh1bjhTWG9xSlpxT3FvZ3VyTVBBUk84Qk15ZzBXLWxabWo3UnBGWUEybDJTdGc?oc=5,google_rss_공정거래위원회 when:2d,10.5,31.5,legal_regulatory_enforcement,legal_regulatory_enforcement,구글,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:google:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,10.5,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:google:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:google:platform_operator_obligation,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:google:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,overseas,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:google:platform_operator_obligation,self_filler_reference,foreign_policy_should_be_competitor,weak_gov_basis:foreign_public_policy
3147,경쟁사/해외이슈,경쟁사_해외이슈,애플,가맹점 309만개 우대수수료율 적용…신규 가맹점에 614억 환급,가맹점 309만개 우대수수료율 적용 신규 가맹점에 614억 환급,dt.co.kr,디지털타임스,"Tue, 11 Aug 2026 03:00:00 GMT",가맹점 309만개 우대수수료율 적용…신규 가맹점에 614억 환급 dt.co.kr,https://news.google.com/rss/articles/CBMiTkFVX3lxTE00d3d3bHFkNndnUFpMckVkMEFpMnBrWEIwTUx0cTFDTnktM2dHeG44eGkteGp6MmtJTjdSbmoxenJmUzVlbkU3cVpGQjgwUQ?oc=5,google_rss_애플 site:dt.co.kr when:2d,9.5,65.0,market_power_platform,market_power_platform,,v43_not_true_competitor;brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,global,9.5,"market_power_platform,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation:general,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_platform_market_rule,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,2,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,overseas,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,government_platform_market_rule,,
561,정부/국회,정부_국회,공정거래위원회,두 번 미뤄진 네이버-두나무 합병…공정위 ‘연내 결론’에 청신호 EBN,두 번 미뤄진 네이버 두나무 합병 공정위 연내 결론에 청신호 ebn,Investing.com 한국어,Investing.com 한국어,"Tue, 11 Aug 2026 08:11:00 GMT",두 번 미뤄진 네이버-두나무 합병…공정위 ‘연내 결론’에 청신호 EBN Investing.com 한국어,https://news.google.com/rss/articles/CBMigAFBVV95cUxOTmRhTERtRjdhTWw0TWYzU1dQYXVkMTlXS0l0T0ZmbnBqeFdxTndXM0kxU3VXeUFjc0dCVU5YSVgxVXRybUxTdWczQ1UyOExNdmlrbnl2ZkIzcGlUOW82UkpHWTAtTWU0RjhsMzhKNWNBdWZldklWd2pmbzlyb0Q5SA?oc=5,"google_rss_""공정거래위원회"" when:2d",9.0,-24.0,"antitrust_platform,digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"공정위,네이버,두나무",v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:naver:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,9.0,"policy_legislation,strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_STRATEGY,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,,weak_gov_basis:no_public_actor_action_domain
644,정부/국회,정부_국회,공정거래위원회,두 번 미뤄진 네이버-두나무 합병…공정위 ‘연내 결론’에 청신호,두 번 미뤄진 네이버 두나무 합병 공정위 연내 결론에 청신호,ebn.co.kr,ebn.co.kr,"Tue, 11 Aug 2026 05:37:17 GMT",두 번 미뤄진 네이버-두나무 합병…공정위 ‘연내 결론’에 청신호 ebn.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBCdmljTGVNaU9JTHpoSFB6d09ub01EUlgzNzYyLW5KUTZrM3YzTWRJZUNUX1N4VFFyT2l1VndSeWlYeHluTWVDc3RHTVBYZm10TWRDRUhIWk8yYk16eEVrOWIwdUVBNTk4?oc=5,google_rss_공정거래위원회 법안 when:2d,9.0,-24.0,"antitrust_platform,digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"공정위,네이버,두나무",v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:naver:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,9.0,"policy_legislation,strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_STRATEGY,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,,weak_gov_basis:no_public_actor_action_domain
3306,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"""중국은 정부, 미국은 빅테크""…한국 피지컬 AI 투자는 '단절'",중국은 정부 미국은 빅테크 한국 피지컬 ai 투자는 단절,v.daum.net,v.daum.net,"Wed, 12 Aug 2026 01:37:01 GMT","""중국은 정부, 미국은 빅테크""…한국 피지컬 AI 투자는 '단절' v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE43Rm9Gdm1xMEMybjY0bFU2NjJaR2s1WHQ0WlhaeDk5eHNwNEhBZG5ldjJLZGpSRTJpN0lrQ19ZOTJ2S1h6ZUVUQzlha3R1ZjQ?oc=5,google_rss_중국 AI when:2d,6.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,overseas_platform_ai_rule_pass,Y,ai_infra_company,6.0,ai_infrastructure_security,government:tech_security_policy,,,산업동향,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:중국은 정부 미국은 빅테크 한국 피지컬 ai 투자는 단절,카카오 대외협력 관점 간접 참고,2,2,2,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local_low_confidence,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,self_filler_reference:중국은 정부 미국은 빅테크 한국 피지컬 ai 투자는 단절,self_filler_reference,,
1527,정부/국회,정부_국회,국가AI컴퓨팅센터,"삼성SDS, 국내 학계·연구기관에 엔비디아 'B300' GPU 지원",삼성sds 국내 학계 연구기관에 엔비디아 b300 gpu 지원,뉴스1,뉴스1,"Mon, 10 Aug 2026 23:36:20 GMT","삼성SDS, 국내 학계·연구기관에 엔비디아 'B300' GPU 지원 뉴스1",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5pTFNHT2FhWlhKZ3diaVRjQXZXT1RvTlkybEVUV1FBZHp3SXg4c2NZREMxbTd2VUQ1OUk4STZrTGxxdWVhcWVfSEZWVlJrYmNqTGlIMWFYZU9WOEJHZTVTUTBHNkk?oc=5,google_rss_국가AI컴퓨팅센터 when:2d,6.0,-31.0,"ai_infrastructure_security,aidc_datacenter",aidc_national_center,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,6.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain
971,정부/국회,정부_국회,금융감독원,"엔비디아, 700조원 'AI 금융판' 짠다",엔비디아 700조원 ai 금융판 짠다,포쓰저널,포쓰저널,"Tue, 11 Aug 2026 00:01:50 GMT","엔비디아, 700조원 'AI 금융판' 짠다 포쓰저널",https://news.google.com/rss/articles/CBMiZEFVX3lxTE0wX3dscUFFR1lJdldxaVFpMzFJVWF2R2xnSW5LN1diRlM2TlNxbl9ySWxWMHhMU3hXdE1UaFM2SU03TXl1NWJWenIzWTJsMWZuVWw0bEoyNk1yaVJ4Y1AwQWZ4Yjg?oc=5,google_rss_금융감독원 AI when:2d,2.6,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,2.6,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:엔비디아 700조원 ai 금융판 짠다,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,comp_overseas_platform_ai:엔비디아 700조원 ai 금융판 짠다,comp_overseas_platform_ai,,weak_gov_basis:no_public_actor_action_domain
1515,정부/국회,정부_국회,국가AI컴퓨팅센터,"삼성SDS, 국가 AI 연구에 최신 엔비디아 블랙웰 GPU 공급 - 조선비즈",삼성sds 국가 ai 연구에 최신 엔비디아 블랙웰 gpu 공급,Chosunbiz,Chosunbiz,"Tue, 11 Aug 2026 01:13:00 GMT","삼성SDS, 국가 AI 연구에 최신 엔비디아 블랙웰 GPU 공급 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxNR2dYR0FuSFdOaTdabXJINjVuVnJHRk1sbnJkaU1qS0wtdDNaZXc3anp5ZHB4anlzVTBQVjVCcHBqN1lvaWFwODRtdUVEUEE2SDdwZUFtOUctQjlYbjRMcVJPUlBCMWk3VmxKSS1TQWxMSnRZaFRQeTl4OWNqYXg3R0l30gGWAUFVX3lxTE1UZEJDZWFEalZTUGpUUjd0M0VwVHFSZFdVLTNIR19jM2NEaDBUT05hNEVLT3k0UklPNUVlMlpWSWFRaGZiWS1wMGhwNGhkcHhNYklIbmR2WEJnSUNtOTVBMHU4QVE2MlRONjR0aVpSYWN6ME5zMVdiMjhmc29Sb3BicTcyTm5sTVR3cXUzVG8xZFZYQ1lRZw?oc=5,google_rss_국가AI컴퓨팅센터 when:2d,2.0,-31.0,"ai_infrastructure_security,aidc_datacenter",aidc_national_center,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,2.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_platform_ai,,weak_gov_basis:no_public_actor_action_domain
