id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
1952,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"바이에른 뮌헨 방한 경기, 네이버 예매·치지직 생중계로 본다",바이에른 뮌헨 방한 경기 네이버 예매 치지직 생중계로 본다,전자신문,전자신문,"Tue, 14 Jul 2026 04:57:12 GMT","바이에른 뮌헨 방한 경기, 네이버 예매·치지직 생중계로 본다 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBQT3ZOMXV4TWE0cDlVV2J2d3c1TldNQ08yWFBrNVduVFhzZTZzWVg0cEpkVDk3ak1ITXpXQlI5dmxZbFhJdDlpSHBwSkhGUQ?oc=5,google_rss_네이버 when:2d,4.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,4.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:바이에른 뮌헨 방한 경기 네이버 예매 치지직 생중계로 본다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:바이에른 뮌헨 방한 경기 네이버 예매 치지직 생중계로 본다,comp_domestic_strategy,,,,
3321,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"美, 국제형사재판소 전방위 압박…외신 ""트럼프 기소 차단 포석""",국제형사재판소 전방위 압박 외신 트럼프 기소 차단 포석,네이트,네이트,"Mon, 13 Jul 2026 17:37:00 GMT","美, 국제형사재판소 전방위 압박…외신 ""트럼프 기소 차단 포석"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9JSzNYdkplMFZKX3B6aFBaOUl6R1pHaWppSmVwN1lZYnJxSlU2b3dyOTlvM183b0NpVGJ3SlNIMkt4REVCaFJkd1NveXlvU3RsWlhr?oc=5,google_rss_트럼프 행정부 when:2d,4.0,29.0,legal_regulatory_enforcement,legal_regulatory_enforcement,,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,4.0,legal_regulatory_enforcement,competitor:regulatory_enforcement,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:국제형사재판소 전방위 압박 외신 트럼프 기소 차단 포석,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,Y,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:국제형사재판소 전방위 압박 외신 트럼프 기소 차단 포석,government_general_low_relevance,,,,
3094,경쟁사/해외이슈,경쟁사_해외이슈,애플,"KeyBanc, 아이폰 우려에 애플 주식 등급 하향 조정",keybanc 아이폰 우려에 애플 주식 등급 하향 조정,Investing.com 한국어,Investing.com 한국어,"Tue, 14 Jul 2026 06:40:00 GMT","KeyBanc, 아이폰 우려에 애플 주식 등급 하향 조정 Investing.com 한국어",https://news.google.com/rss/articles/CBMidEFVX3lxTE84Q0sxZkhsU2RILUF5ZUxsVzA0QlNIQ0NOeUhVOXoxcXB3dU5tVTduZk5qRE9qbkplOVR2RzM0YVcyS0JJV0h4QXduM2lsLUctMEtFd1RBTEtjOXprQk82TWdybTVtOVE1c0NURHNxME9GYkhq?oc=5,google_rss_애플 when:2d,4.0,11.0,labor_dispute,labor_general,애플,v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:애플:labor_dispute,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,global,4.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:keybanc 아이폰 우려에 애플 주식 등급 하향 조정,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:keybanc 아이폰 우려에 애플 주식 등급 하향 조정,competitor_general_low_relevance,,,,
3351,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"""특허가 중국 경제를 끌어올렸다""... IP 투자 9.3% 급증, AI·반도체·배터리 동반 성장",특허가 중국 경제를 끌어올렸다 ip 투자 9 3 급증 ai 반도체 배터리 동반 성장,특허뉴스,특허뉴스,"Tue, 14 Jul 2026 01:29:00 GMT","""특허가 중국 경제를 끌어올렸다""... IP 투자 9.3% 급증, AI·반도체·배터리 동반 성장 특허뉴스",https://news.google.com/rss/articles/CBMiSEFVX3lxTFBtbFZhejVBOHA2RzlOc0M1NUUxeWpTdVFNMnFiZTk0TXRhdkNCZHBnZERpdDYxYy1KZEFUNEJpZ3F2WGR0ZXlUXw?oc=5,google_rss_중국 AI when:2d,4.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,4.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:특허가 중국 경제를 끌어올렸다 ip 투자 9 3 급증 ai 반도체 배터리 동반 성장,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:특허가 중국 경제를 끌어올렸다 ip 투자 9 3 급증 ai 반도체 배터리 동반 성장,government_ai_core_policy,,,,
2432,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"""한국이 거짓말했다"" 초유의 극언…미 '쿠팡 보고서' 뜯어보니 [스프]",한국이 거짓말했다 초유의 극언 미 쿠팡 보고서 뜯어보니 스프,네이트,네이트,"Tue, 14 Jul 2026 00:02:00 GMT","""한국이 거짓말했다"" 초유의 극언…미 '쿠팡 보고서' 뜯어보니 [스프] 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5JMnhXVGM3WE1ael9VM1ZoMWhRQUE1LVNFSlRvdUJ2QS1JR3JNUE5vNVpfbUtxWXEzV2l4ZlQzU0huYUt6MXZOYkYzVHpSWDNxN1p3?oc=5,google_rss_쿠팡 규제 when:2d,4.0,11.0,platform_obligation,platform_obligation,쿠팡,v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:쿠팡:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,4.0,platform_obligation,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:한국이 거짓말했다 초유의 극언 미 쿠팡 보고서 뜯어보니 스프,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:한국이 거짓말했다 초유의 극언 미 쿠팡 보고서 뜯어보니 스프,comp_domestic_strategy,,,,
3285,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"트럼프, 특정 화학업체에 바이든 정부 배출 규제 2년 면제",트럼프 특정 화학업체에 바이든 정부 배출 규제 2년 면제,뉴스핌,뉴스핌,"Mon, 13 Jul 2026 23:50:00 GMT","트럼프, 특정 화학업체에 바이든 정부 배출 규제 2년 면제 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5sdlFuUXNfdTJmWS1xdzNXLTFOQnhXV0RWUE1mZ1hPaDdKLTdZNlFHbW5WamhVRUcwQ2xaa0YwelNaLVFhdVBrQV9TQWJQSzhlZTJIX20teFVjME0t?oc=5,google_rss_트럼프 행정부 when:2d,4.0,11.0,policy_legislation,policy_legislation,,v43_weak_filler_or_distant_industry,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,4.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:트럼프 특정 화학업체에 바이든 정부 배출 규제 2년 면제,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,Y,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:트럼프 특정 화학업체에 바이든 정부 배출 규제 2년 면제,government_general_low_relevance,,,,
3021,경쟁사/해외이슈,경쟁사_해외이슈,메타,日최초 '비트코인 증권사' 등장…'亞최대 트레저리' 메타플래닛의 실험,최초 비트코인 증권사 등장 최대 트레저리 메타플래닛의 실험,네이트,네이트,"Mon, 13 Jul 2026 22:14:00 GMT",日최초 '비트코인 증권사' 등장…'亞최대 트레저리' 메타플래닛의 실험 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9waGJJY3RGSWo3RjhWYzFNZndBWi0zSS1qeERfWFFaQzZocG9lNVN2a29vUVROQmhOSnB3ZjFqU0prNWl3eDFaQmM1ZW9UZVB1aVRv?oc=5,google_rss_메타 when:2d,4.0,11.0,digital_asset_stablecoin,digital_asset_stablecoin,메타,v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:메타:digital_asset_stablecoin,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,4.0,digital_asset_stablecoin,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:최초 비트코인 증권사 등장 최대 트레저리 메타플래닛의 실험,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:최초 비트코인 증권사 등장 최대 트레저리 메타플래닛의 실험,competitor_general_low_relevance,,,,
181,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이, 항공·숙박 플랫폼과 결제 연계 결합 상품 구조 가동",카카오페이 항공 숙박 플랫폼과 결제 연계 결합 상품 구조 가동,NSP통신,NSP통신,"Mon, 13 Jul 2026 02:58:57 GMT","카카오페이, 항공·숙박 플랫폼과 결제 연계 결합 상품 구조 가동 NSP통신",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1vSWZGa2lwbVlfU1ViUFhRbUpwdmtLS0oxbGpiaFRPZF81cVgxUUE3ajJjTGdhQi1DM0o4dkdrZHI3STVhbFpKZXRfTmJCTUhBTDNUY3ZhdktNellpVWdXYg?oc=5,google_rss_카카오 카카오페이 when:2d,3.8,20.0,market_power_platform,market_power_platform,"카카오,카카오페이",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:kakao:platform_regulation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.8,market_power_platform,self:general,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:kakao:platform_regulation,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,global_incident:platform_regulation:kakao:platform_regulation,self_filler_reference,,,,
1936,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"“제주서 바이에른 뮌헨 경기 관람”…네이버, 예매부터 중계까지 맡는다",제주서 바이에른 뮌헨 경기 관람 네이버 예매부터 중계까지 맡는다,서울경제TV,서울경제TV,"Tue, 14 Jul 2026 07:07:46 GMT","“제주서 바이에른 뮌헨 경기 관람”…네이버, 예매부터 중계까지 맡는다 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBKSWhFOXllS25sRjFpT3g3VlY4Z0FGa2w1Mko2dHg2bUViZDkzaENhRTNOU1c2Wk5HZ0JsNm82VE1NLXJBbGdYUkZNNHdlWnpPd3ZOeVNSektqaVY2OW52a005eHg?oc=5,google_rss_네이버 when:2d,3.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:제주서 바이에른 뮌헨 경기 관람 네이버 예매부터 중계까지 맡는다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:제주서 바이에른 뮌헨 경기 관람 네이버 예매부터 중계까지 맡는다,comp_domestic_strategy,,,,
1948,경쟁사/해외이슈,경쟁사_해외이슈,네이버,이웃과 ‘티키타카’하면 네이버페이 받는다…‘티키타카페’ 모집,이웃과 티키타카하면 네이버페이 받는다 티키타카페 모집,서울경제TV,서울경제TV,"Tue, 14 Jul 2026 02:25:50 GMT",이웃과 ‘티키타카’하면 네이버페이 받는다…‘티키타카페’ 모집 서울경제TV,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5XSnFSTmlrN2hVeElyeXBuejlaOUd6bjBZcFNPdWlCYkNzRUcyVERsR29wNkJjZllyYWNDMjNCVUtuZ3JuUjQxUWVSbDRkN3JrQm16T3JsQnBMZjVxTEFVNUVncDk?oc=5,google_rss_네이버 when:2d,3.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:이웃과 티키타카하면 네이버페이 받는다 티키타카페 모집,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:이웃과 티키타카하면 네이버페이 받는다 티키타카페 모집,comp_domestic_finance_commerce,,,,
60,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"당 부담은 낮추고 카카오 풍미는 높였다...오리온, '오!그래놀라 저당 카카오' 선봬",당 부담은 낮추고 카카오 풍미는 높였다 오리온 오 그래놀라 저당 카카오 선봬,소비자경제,소비자경제,"Tue, 14 Jul 2026 00:46:33 GMT","당 부담은 낮추고 카카오 풍미는 높였다...오리온, '오!그래놀라 저당 카카오' 선봬 소비자경제",https://news.google.com/rss/articles/CBMia0FVX3lxTFBKZXp1WnFOM1FlNDBBVnJ1VEVtMFRIU3JROGxoZ09WekNNemtyMVJ4cTlteTFHZ01nU1ZnVjc3Ui1IVzJ3VjROeUpDWkZzeVQzakhwTEh2UVZsbkFlZ0Z3N1Y1eVhWalZHOTEw?oc=5,google_rss_카카오 when:2d,3.3,10.5,,,카카오,v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:당 부담은 낮추고 카카오 풍미는 높였다 오리온 오 그래놀라 저당 카카오 선봬,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:당 부담은 낮추고 카카오 풍미는 높였다 오리온 오 그래놀라 저당 카카오 선봬,self_filler_reference,,,,
2079,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버-두나무 합병 ‘분수령’ 맞는다…“네이버 벌금형, 대주주 적격 판단서 제외되나”",네이버 두나무 합병 분수령 맞는다 네이버 벌금형 대주주 적격 판단서 제외되나,CEO스코어데일리,CEO스코어데일리,"Mon, 13 Jul 2026 09:02:22 GMT","네이버-두나무 합병 ‘분수령’ 맞는다…“네이버 벌금형, 대주주 적격 판단서 제외되나” CEO스코어데일리",https://news.google.com/rss/articles/CBMia0FVX3lxTE13NkFKWTVlbzc3RkpscXNuVTNoaUp6dy1nbmp2ckpmUHd0dGgybVZiaUFiazR5REZndUtxLVMxMEptMm5RMl84REZFalJVcTVEaDBUYjM5MFp6MmZLRDZLY3NOTFFIVFgtc2Vr?oc=5,google_rss_네이버 규제 when:2d,3.0,-34.5,"digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"네이버,두나무",individual_case_not_policy;v43_not_true_competitor,,,,,,individual_case,14.0,published_yesterday,direct_risk,global_incident:leadership_service:naver:leadership_service,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,3.0,"strategy_mna_governance,digital_asset_stablecoin",competitor:strategy_mna,global_incident:leadership_service:naver:leadership_service:general,global_incident:leadership_service:naver:leadership_service,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:leadership_service:naver:leadership_service,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:leadership_service:naver:leadership_service,comp_domestic_strategy,,,,
336,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,"[테크스냅] 카카오페이, 대한항공·에어비앤비와 일본여행 프로모션",테크스냅 카카오페이 대한항공 에어비앤비와 일본여행 프로모션,파이낸셜뉴스,파이낸셜뉴스,"Mon, 13 Jul 2026 01:54:08 GMT","[테크스냅] 카카오페이, 대한항공·에어비앤비와 일본여행 프로모션 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1LUW5ZVnYzU0tzclRyVE1HSnJmRnd6T3ZtSGZTSWNXS0p2RFZfaUlGeTYtRHU2Ul9kdDdVMU5taUYxNW56UVA1bUc3X1F1SUdrdmtDSTBHS3lGZw?oc=5,google_rss_카카오페이 site:fnnews.com when:2d,2.8,16.0,self_pr_promo,,"카카오,카카오페이",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,2.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:테크스냅 카카오페이 대한항공 에어비앤비와 일본여행 프로모션,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:테크스냅 카카오페이 대한항공 에어비앤비와 일본여행 프로모션,self_filler_reference,,,,
358,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오게임즈,"카카오게임즈, 탄탄한 내실과 성장세 모두 잡는 2023년 계묘년(癸卯年) 도모",카카오게임즈 탄탄한 내실과 성장세 모두 잡는 2023년 계묘년 도모,전자신문,전자신문,"Mon, 13 Jul 2026 14:44:42 GMT","카카오게임즈, 탄탄한 내실과 성장세 모두 잡는 2023년 계묘년(癸卯年) 도모 전자신문",https://news.google.com/rss/articles/CBMisgZBVV95cUxOZHRvSk5taHZWTmhTM2Q5YU5pS09FZzVuQ3RFZEJybTN4aHRTR0lFQUdEUFk5UUNFVnVNSXo2TFhOTVlPaVRaOF9seFRkMm1mQjdnT2tfQ0d2akZzZGdsdm4tTGNZa1hXV1g0eGt2cE5UWVVaRFhycmdXSnhXOThZTnJlb00yRnRGLTdqbkZWU1EwTzBhUmpQZ0l2TmJIMjAxeVZURFFCcnNoMFZMbFBlMkpncThVVG0xcTFaaWFzdDNkeFA2TVhqWUpNRkFvV3pDZ2pMVlphSm1NWVY2QXJnYlBfN21TRzRYRFhCcjBnc25aQTVmekZPU21GNDZ1WFdFN2pOSmozeGhiVXRsMnNpMXQ0dTNGNmFWVTVNTnEwS0NONnlVdDBLN2ZVNjJnODFpMTUyeGRKdWFfM0hLLWdfbXlvcWJ5WWVuekZTVjUweXpvMkhjRmpZdnFpM1ZCT0NuV1FzdjB5R3VVNXVYQ29xTDFidDRtUGNsdGN6OVhUbGhuX0hHRlJOZzZrZU9CdkJrY21FV2p3NmZzVHFNRFpocklkT05XbEY1bUxWbE9yd3BrUHI5Y2hmRS1oZUZxd25PbzNSbklnT3gxYm9QRXRhdXFxTllzVTFxM05DX0ktZ3p6RzdmeHgyMnlJcko5N0hjMlZlUG5faTZwNC1VNDJscS1XSEEtYklXbkpFbnA0UERwSWtFYldnQXZhVVpBVUFWaC1DNnZZb214ekQ1NloxbGNqZXRkdVBCcklndWZGZWo2TjIyY0JmTUxGZ3BBeVN6d1V0YUE5ZlRkUmJkbWstUVRoa2YzTkZDQWxrYkdWcm5KaGVtS3puWmpHLTZlaldsM3YtR1NHTDNsVUctN0JRNmxOWWx1LVRITDFSOFJCQ0xUREZjMnNPckZHcWVNN3RmX29iR3B5N3BMVVJ0OFdnNXQ4cy1fb09nUVVHMVNaQ3Y5RjczNU5Td3ZsZ0RSZVNrVm43X1JORFViVjZydFR2VnVsSFc4b3VhYW1CLWxCeGhhX1U4cndPWWVYc0tBanFQbW9TXzFLUmVtZkNBemsxc182RXlBaFMtd3RSdFU5NkpwQQ?oc=5,google_rss_카카오게임즈 site:etnews.com when:2d,2.8,13.0,,,"카카오,카카오게임즈",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,2.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오게임즈 탄탄한 내실과 성장세 모두 잡는 2023년 계묘년 도모,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:카카오게임즈 탄탄한 내실과 성장세 모두 잡는 2023년 계묘년 도모,self_filler_reference,,,,
3401,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,[테크 차이나] “자율주행 2단 도약 시작됐다”…중국이 주목하는 '피지컬 AI' 경쟁,테크 차이나 자율주행 2단 도약 시작됐다 중국이 주목하는 피지컬 ai 경쟁,전자신문,전자신문,"Mon, 13 Jul 2026 00:00:00 GMT",[테크 차이나] “자율주행 2단 도약 시작됐다”…중국이 주목하는 '피지컬 AI' 경쟁 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1ZcDJBRDF1NnM1Ql9PS191MS1kaWdtYk5BT21EMFpvWkhtTko5UF9WeFFtUmZzS1JDcGVRRmtzRkFDM3BvczdpQnNKR1hOZw?oc=5,google_rss_중국 AI when:2d,2.5,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,2.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:테크 차이나 자율주행 2단 도약 시작됐다 중국이 주목하는 피지컬 ai 경쟁,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:테크 차이나 자율주행 2단 도약 시작됐다 중국이 주목하는 피지컬 ai 경쟁,government_ai_core_policy,,,,
1993,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"바이에른 뮌헨-제주 친선전, 네이버서 예매하고 치지직서 본다",바이에른 뮌헨 제주 친선전 네이버서 예매하고 치지직서 본다,뉴시스,뉴시스,"Tue, 14 Jul 2026 06:14:16 GMT","바이에른 뮌헨-제주 친선전, 네이버서 예매하고 치지직서 본다 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBfNFdrTHlsWVBKNjRSNWZBSm1udV9SQXRSd1g2SXJFUDZiX2tpNGJ1RW1zeXJRNG5TejdNNHY2U3lLbDlTMVh1T1RLS0NkWS1RTnh2Y1NxeWRGdlJTeUhOM9IBeEFVX3lxTE1wTlQ0T1pEU3JOb0wzSVZEbHo3S3BqR2x0YnFOdVpuQTlUYVRpV3kyR1J4WklpdnpWckFZUFdJQUFLUS1HYlBLN0dzSGRHNDk5MFNQdktHUnR2UTVJU0hYTGhNWDFDZVNVMXZ6ZjJMNzRVaHpnQUZEMQ?oc=5,google_rss_네이버 when:2d,2.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,2.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:바이에른 뮌헨 제주 친선전 네이버서 예매하고 치지직서 본다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:바이에른 뮌헨 제주 친선전 네이버서 예매하고 치지직서 본다,comp_domestic_strategy,,,,
