id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
369,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오모빌리티,인스타서 자살·자해 반복 검색하면 부모에 알림… 한국도 적용,인스타서 자살 자해 반복 검색하면 부모에 알림 한국도 적용,IT조선,IT조선,"Tue, 18 Aug 2026 01:13:41 GMT",인스타서 자살·자해 반복 검색하면 부모에 알림… 한국도 적용 IT조선,https://news.google.com/rss/articles/CBMicEFVX3lxTE5pZGVGMERqSW1JLVhNMUVXN1FmVGdEYmJoNURReFZZMmhkaXp1ay05eDIzWGRhYVp1S2xWeHNBY1BzYjdlM19oU0lDUlFOTzktWmpFa3RWbmpaU3hnQ01CcGh1WlpGOGd1NVdXY2tzTkrSAXRBVV95cUxPSFFVVjlMaG44eUdsTGI3TTk4ZEd3Q0xGZzZ3WTdqNFRmT1lNbXZoSkxHaTZ3Uk1mZEFQbFF5cnJhd0pFYmpKbnlQTmtEZjJQb1ZIb21yb1RtU3k3cEgtdk5icTlLR09rMWJrTG1Nek9XTlZVTw?oc=5,google_rss_카카오모빌리티 site:chosun.com when:2d,-88.2,-66.0,search_ads,,,v43_self_not_actual_actor:OFF_TOPIC;brand_not_in_title,Y,,,,industry:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,-88.2,platform_obligation,industry:platform_obligation,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,self_filler_reference,,,
3404,산업동향,산업동향,플랫폼 산업 동향,"한화시스템, 오스트리아 쉬벨과 차세대 공중 통신용 무인기 개발 본격화",한화시스템 오스트리아 쉬벨과 차세대 공중 통신용 무인기 개발 본격화,mtnews.net,mtnews.net,"Tue, 18 Aug 2026 02:06:47 GMT","한화시스템, 오스트리아 쉬벨과 차세대 공중 통신용 무인기 개발 본격화 mtnews.net",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1LRkI0dER2NTJjZm5fRTdQdjhiQTBFV2s4N2ZzZGliWlBjYmRNazdiM1d4UVlLR0QwNDBSZFZpbnJPRkZtRDk1RjlUczJxWnN3cjJCcjgydF9wQ1MzQThlRVdpT3EtVTA?oc=5,google_rss_플랫폼 산업 동향 when:2d,-88.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,market_power_platform,,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:한화시스템 오스트리아 쉬벨과 차세대 공중 통신용 무인기 개발 본격화,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,industry_structural_change:한화시스템 오스트리아 쉬벨과 차세대 공중 통신용 무인기 개발 본격화,industry_structural_change,,,
3401,산업동향,산업동향,플랫폼 산업 동향,"에머슨, 인도 최대 배터리 에너지 저장 시스템 운영 지원… 전력망 안정성 확보",에머슨 인도 최대 배터리 에너지 저장 시스템 운영 지원 전력망 안정성 확보,FA저널,FA저널,"Tue, 18 Aug 2026 01:54:22 GMT","에머슨, 인도 최대 배터리 에너지 저장 시스템 운영 지원… 전력망 안정성 확보 FA저널",https://news.google.com/rss/articles/CBMia0FVX3lxTE9BMWFpZGFBNDZCc285NjVWdjBFY08wV3VPX0VjbEJ6aXA2bTBid3V3c0pVeURuQkRfZWJQYUo1dGE4MWpKZ2lwQnRBMllqeVN2QjVEQ0UzSU1JNXhUZ2pfd0RsUDlfUlQtbkNn?oc=5,google_rss_플랫폼 산업 동향 when:2d,-88.5,2.0,,,,"v27_industry_without_two_of_three_basis:insufficient_industry_basis:actor=False,change=False,bridge=False",,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,market_power_platform,,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:에머슨 인도 최대 배터리 에너지 저장 시스템 운영 지원 전력망 안정성 확보,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,industry_structural_change:에머슨 인도 최대 배터리 에너지 저장 시스템 운영 지원 전력망 안정성 확보,industry_structural_change,,,
3435,산업동향,산업동향,플랫폼 시장점유율,"[국산화] HD현대일렉트릭, 세계 세 번째로 420kV급 친환경 고압차단기 국산화 성공",국산화 hd현대일렉트릭 세계 세 번째로 420kv급 친환경 고압차단기 국산화 성공,서울STV뉴스,서울STV뉴스,"Tue, 18 Aug 2026 01:06:21 GMT","[국산화] HD현대일렉트릭, 세계 세 번째로 420kV급 친환경 고압차단기 국산화 성공 서울STV뉴스",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBtN0VaRHN3VXRzOHZDbVV3NEZWcTcydmNIaWpJNGJ6SExEaHhsdHpSeUdnc01ldXgwbWxuaWVOTVUzVGg5TTMzVHJRREVoZXdnalNMbWxfS2VqLWl1U1dUQjB0Z1pBUTg?oc=5,google_rss_플랫폼 시장점유율 when:2d,-88.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,"market_power_platform,platform_obligation",,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:국산화 hd현대일렉트릭 세계 세 번째로 420kv급 친환경 고압차단기 국산화 성공,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,industry_structural_change:국산화 hd현대일렉트릭 세계 세 번째로 420kv급 친환경 고압차단기 국산화 성공,industry_structural_change,,,
3381,산업동향,산업동향,인공지능 산업 동향,"부산시, ‘제23차 국제자동제어연맹 세계대회’ 개최… 18년 만에 한국서 열려",부산시 제23차 국제자동제어연맹 세계대회 개최 18년 만에 한국서 열려,mtnews.net,mtnews.net,"Tue, 18 Aug 2026 00:43:56 GMT","부산시, ‘제23차 국제자동제어연맹 세계대회’ 개최… 18년 만에 한국서 열려 mtnews.net",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9obVVtWWZ5NGx3Mm1vaG1PTWEyRmtOOTNibFEtN0JiZUVtRXdNMy1QWFhBWFZ5RVNTeGhvZV85bHd4d3NPQ0NSU0hwS2hjRlBFMjREeFVEazFIQ09hUkN4aFJfOGF2V2M?oc=5,google_rss_인공지능 산업 동향 when:2d,-88.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,ai_infrastructure_security,,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:부산시 제23차 국제자동제어연맹 세계대회 개최 18년 만에 한국서 열려,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:부산시 제23차 국제자동제어연맹 세계대회 개최 18년 만에 한국서 열려,government_ai_core_policy,,,
3371,산업동향,산업동향,인공지능 산업 동향,"부산시, '2026 월드 스마트시티 엑스포' 내달 개최…아시아 최대 규모",부산시 2026 월드 스마트시티 엑스포 내달 개최 아시아 최대 규모,네이트,네이트,"Mon, 17 Aug 2026 23:34:00 GMT","부산시, '2026 월드 스마트시티 엑스포' 내달 개최…아시아 최대 규모 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTFA4MXZJQ0RneWtQUHE1VnVBTGRnTWdPaE1kRXlRMHd0WEpkZVI1WjJGdkpfaDMxT0VTSFVNbDBBUGxwNENFTVJrSGxueldZZWRwV1p5UktuaXAwZUszaXpwRg?oc=5,google_rss_인공지능 산업 동향 when:2d,-88.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,ai_infrastructure_security,,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:부산시 2026 월드 스마트시티 엑스포 내달 개최 아시아 최대 규모,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:부산시 2026 월드 스마트시티 엑스포 내달 개최 아시아 최대 규모,government_ai_core_policy,,,
3389,산업동향,산업동향,인공지능 산업 동향,IPE 동향 : Sebastian Thrun 인터뷰,ipe 동향 sebastian thrun 인터뷰,브런치,브런치,"Mon, 17 Aug 2026 23:19:24 GMT",IPE 동향 : Sebastian Thrun 인터뷰 브런치,https://news.google.com/rss/articles/CBMiSEFVX3lxTE9vT3B2MTNuZ2dzOHdnNFNlTkNsMDhDVG51TVJPc0hYY1ZGQzlZZWtQVU5YRGFJcDVHbFQxbmRKcTFtMGsxTkI2SQ?oc=5,google_rss_인공지능 산업 동향 when:2d,-88.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,ai_infrastructure_security,,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ipe 동향 sebastian thrun 인터뷰,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:ipe 동향 sebastian thrun 인터뷰,government_ai_core_policy,,,
3388,산업동향,산업동향,인공지능 산업 동향,마크 도박 맵 의외로 많이 묻는 질문 리뷰,마크 도박 맵 의외로 많이 묻는 질문 리뷰,ilmondodegliarchivi.org,ilmondodegliarchivi.org,"Mon, 17 Aug 2026 21:03:46 GMT",마크 도박 맵 의외로 많이 묻는 질문 리뷰 ilmondodegliarchivi.org,https://news.google.com/rss/articles/CBMieEFVX3lxTE8xZ29EYm9FQnBHXy15ckJEUVgyOUYyNl9OdGxYbTVZM1FxYzk0MTdQdmx1akpmVHlqQU1KRDVWZ2cwelRtZjlmeTJGRDVTY1daenc1SUJoY0NCOTFRZG9sTUNuWWlFTzVNaGx2d3I4VVJYb2dnT0ptYQ?oc=5,google_rss_인공지능 산업 동향 when:2d,-88.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.5,ai_infrastructure_security,,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:마크 도박 맵 의외로 많이 묻는 질문 리뷰,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:마크 도박 맵 의외로 많이 묻는 질문 리뷰,government_ai_core_policy,,,
365,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,[현장칼럼] 돈 쓰기 무서워 ‘카톡 생일’ 숨기는 젊은이들,현장칼럼 돈 쓰기 무서워 카톡 생일 숨기는 젊은이들,한국금융신문,한국금융신문,"Mon, 17 Aug 2026 15:00:00 GMT",[현장칼럼] 돈 쓰기 무서워 ‘카톡 생일’ 숨기는 젊은이들 한국금융신문,https://news.google.com/rss/articles/CBMifEFVX3lxTE5pOHp6THlQV3l1MlpVNDJtbDA3bWh4ODRqekVVemdqNk42VVg2WGk1M3FXZzB5anEta0dKY2NRb0pyMVh3c3BpSlpzaDNweDE5ODN0MnppWmViQmhXb3pNazJJN1BzVjljTEVQV0ZFRnlnSGh5dVBfM2RvMUw?oc=5,google_rss_카카오톡 when:2d,-88.7,-69.5,,,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-88.7,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:현장칼럼 돈 쓰기 무서워 카톡 생일 숨기는 젊은이들,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:현장칼럼 돈 쓰기 무서워 카톡 생일 숨기는 젊은이들,self_filler_reference,,,
170,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 SLM ‘가나나-2’ 시리즈, 구글·알리바바 모델 보다 안전",카카오 slm 가나나 2 시리즈 구글 알리바바 모델 보다 안전,SR타임스,SR타임스,"Tue, 18 Aug 2026 09:22:24 GMT","카카오 SLM ‘가나나-2’ 시리즈, 구글·알리바바 모델 보다 안전 SR타임스",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBUTUxNU0tFdksxUHJWdU1QQzYtd0JIR0xseUJnUWtZbEw4c0Z1c2JUbjBfYXFjY0xCMWRZbGZrbmJUTEE2Mndicl9zVWdzUk5XYWpEekJPMGU3ak52OUZHeklDOHQ4d3Z10gFrQVVfeXFMTU8teTRwU29hREw1TUhQeU00dFR2cW1mbVpWWTZwZm9pVFp0NnNOdHViaHlUM2ZIcHBzVFVOTGZaVmxyc2FzODNxVkJTOV9VTXRoaTNsR3d4VUVkOElYMTRmblpjZFdUcU1KYlU?oc=5,google_rss_카카오 카나나 when:2d,-88.8,-29.2,,,"구글,카카오",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,2.0,published_yesterday+analysis_without_direct_event,analysis_feature,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-88.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_analysis_feature,self_filler_reference:카카오 slm 가나나 2 시리즈 구글 알리바바 모델 보다 안전,"분석/기획성 자사 참고 기사로, 오늘 직접 사건이 부족할 때만 보충 가치",3,2,3,,,v26: 자사 분석/기획/시황성 기사 후순위,local,FILLER_REFERENCE,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:카카오 slm 가나나 2 시리즈 구글 알리바바 모델 보다 안전,self_analysis_feature,,self_analysis_feature_deprioritized,
1185,정부/국회,정부_국회,금융감독원,4대 금융지주 회장 성과급 잣대도 제각각…수익성 넘어 건전성·AI까지,4대 금융지주 회장 성과급 잣대도 제각각 수익성 넘어 건전성 ai까지,yonhapnewstv.co.kr,yonhapnewstv.co.kr,"Tue, 18 Aug 2026 23:52:00 GMT",4대 금융지주 회장 성과급 잣대도 제각각…수익성 넘어 건전성·AI까지 yonhapnewstv.co.kr,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5TY2RQcVdVRE5uN2Y4TTgtS3M1UjVCZlBEU3VtWGloSm51VjNiYk1ZdFFJT2ZfTkVSQXVONC1LaE5ORGxQSWZyMUloeFpHLXdIcERBZ1NyREVrRDBOQlZickNpWUUwVkk?oc=5,google_rss_금융감독원 AI when:2d,-90.4,-2.0,"ai_infrastructure_security,financial_performance,labor_dispute,labor_negotiation",labor_pay_dispute,,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-90.4,"labor_negotiation,financial_performance,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:4대 금융지주 회장 성과급 잣대도 제각각 수익성 넘어 건전성 ai까지,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:4대 금융지주 회장 성과급 잣대도 제각각 수익성 넘어 건전성 ai까지,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,
1761,정부/국회,정부_국회,스테이블코인,GENIUS 법안 진행으로 스테이블코인 명확성 확보,genius 법안 진행으로 스테이블코인 명확성 확보,Coinfomania,Coinfomania,"Mon, 17 Aug 2026 17:59:50 GMT",GENIUS 법안 진행으로 스테이블코인 명확성 확보 Coinfomania,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQZ21UYTVKWDh5T1lrQk85VktVcUFkU3dxTFNhLU1Eejc5eUMxb2ZnbXdQaW5BbE1qMDFUV1M4Yk1QcmZsQ2VkckszTjNpektxekxIbF9kVEFtUEhaY1J0RXRONjJMdlBGa2hhaHlkNnZWbTdMN1lzM1VEVEdVbWhWR0I0V2Jzd09YclpF?oc=5,google_rss_스테이블코인 규제 when:2d,-92.0,22.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_legislation,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,official_action,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-92.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy:policy_change,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain,,
1176,정부/국회,정부_국회,금융감독원,4대 금융 회장 성과급 지표 개편…비은행·AI·건전성 차별화,4대 금융 회장 성과급 지표 개편 비은행 ai 건전성 차별화,전자신문,전자신문,"Tue, 18 Aug 2026 23:26:33 GMT",4대 금융 회장 성과급 지표 개편…비은행·AI·건전성 차별화 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9BU3RTV1BZT0dXQ0hMSzZNVVBoSEMwby11Nkw5MUc5dDEteFlkMXdlY1FhTzlRcFdWNTVuTDNyT2hZZFh6Q3doMGJiX2c4UQ?oc=5,google_rss_금융감독원 AI when:2d,-92.4,-9.0,"ai_infrastructure_security,labor_dispute,labor_negotiation",labor_pay_dispute,,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-92.4,"labor_negotiation,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:4대 금융 회장 성과급 지표 개편 비은행 ai 건전성 차별화,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:4대 금융 회장 성과급 지표 개편 비은행 ai 건전성 차별화,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,
1496,정부/국회,정부_국회,중소벤처기업부,"한국해양대, 세진重 AX 적용 추진",한국해양대 세진 ax 적용 추진,한국해운신문,한국해운신문,"Tue, 18 Aug 2026 09:33:57 GMT","한국해양대, 세진重 AX 적용 추진 한국해운신문",https://news.google.com/rss/articles/CBMic0FVX3lxTE41eVFTcHcyd2xNLVR0M1JZQ0hYRmJ6TWE3ekpxLTB5LTlmb3liTzhMN0hlT1p5Z2hyWGxsX05xbTNXVV9ocEZRLUpSaWJxdWhodFRfTHAtSWNlQUJCSmVLMXllWjNUVU1hSnZvMVFXV3p6WUk?oc=5,google_rss_중소벤처기업부 when:2d,-98.0,18.0,,,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_operator_obligation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-98.0,,government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:announcement,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 대외협력 관점 간접 참고,2,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_general_policy,weak_gov_basis:no_public_actor_action_domain,,
1198,정부/국회,정부_국회,금융감독원,"4대 금융 회장 성과급, 순익 넘어 AI·건전성 본다",4대 금융 회장 성과급 순익 넘어 ai 건전성 본다,tokenpost.kr,tokenpost.kr,"Tue, 18 Aug 2026 21:10:05 GMT","4대 금융 회장 성과급, 순익 넘어 AI·건전성 본다 tokenpost.kr",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5UTzFaVjVEeGFrS1lCTnpxNjJBajNMUk9vQUNnNWZ2QmYya3N5Snc1MmZfdFhoSDMwMmJhX1JXaWRUektjUGpUNGsydmluS0J4T3Y3SWJfYTZvcW1fOXBjLdIBZkFVX3lxTE9RZkdwdm9fd2k1ZUJ3QmhjOVY4cGZveV8zcUFJOXJzTnRGTkZxVDB2TG1XS2JWa19ZQW9kXzN2MjBzVXVaWktXOUJBUERrVUNzX2xvNXdCNWpUNDNQTXlUZzBDdTloZw?oc=5,google_rss_금융감독원 AI when:2d,-100.4,-9.0,"ai_infrastructure_security,labor_dispute,labor_negotiation",labor_pay_dispute,,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-100.4,"labor_negotiation,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:4대 금융 회장 성과급 순익 넘어 ai 건전성 본다,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:4대 금융 회장 성과급 순익 넘어 ai 건전성 본다,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,
1587,정부/국회,정부_국회,정무위원회,"[입법 프리뷰] 박홍배, ‘대량보유보고제도(5%룰) 개정안’ 대표발의",입법 프리뷰 박홍배 대량보유보고제도 5 룰 개정안 대표발의,대한경제,대한경제,"Tue, 18 Aug 2026 07:46:42 GMT","[입법 프리뷰] 박홍배, ‘대량보유보고제도(5%룰) 개정안’ 대표발의 대한경제",https://news.google.com/rss/articles/CBMidEFVX3lxTE9rY2JBZnA3M2MwVHJ1ZGtDNk0xSXdGTVctX1UwbElfV2J6dXRGRHJMSHRPN1Myb2hVYXNsckVzUDR3bDN0THBDd1M1Z2JtUHhrRV9hODJpX2VlWDNJMUFwTGZJZUs3MkZ3TFhZay1UaVNvOTNx?oc=5,google_rss_정무위원회 when:2d,-102.0,11.0,policy_legislation,policy_legislation,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-102.0,policy_legislation,government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_appointment_governance,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,government_appointment_governance,weak_gov_basis:no_public_actor_action_domain,,
